Time,Mole,
262,83,14424
263,84,14451
264,84,14478
265,84,14505
266,86,14533
267,86,14560
268,86,14587
269,86,14614
270,86,14641
271,86,14668
272,86,14696
273,87,14784
274,87,14800
275,87,14817
276,87,14834
277,87,14851
278,88,14868
279,88,14885
280,88,14902
281,88,14919
282,88,14936
283,90,14953
284,91,14970
285,91,14987
286,92,15004
287,95,15021
288,98,15038
289,98,15055
290,98,15072
291,97,15089
292,98,15106
293,99,15123
294,100,15140
295,101,15157
296,102,15174
297,104,15191
298,105,15208
299,106,15225
300,106,15242
301,106,15259
302,106,15276
303,107,15293
304,108,15310
305,108,15327
306,110,15344
307,111,15361
308,113,15378
309,115,15395
310,115,15412
311,118,15429
312,120,15446
313,120,15463
314,119,15480
315,120,15497
316,122,15514
317,123,15531
318,124,15548
319,125,15565
320,125,15582
321,126,15599
322,126,15616
323,128,15633
324,128,15650
325,131,15667
326,132,15684
327,133,15701
328,139,15718
329,140,15735
330,140,15752
331,145,15769
332,146,15786
333,148,15803
334,149,15820
335,151,15820
336,151,15820
337,153,15820
338,154,15820
339,155,15820
340,156,15820
341,156,15820
342,158,15820
343,158,15820
344,158,15820
345,160,15820
346,160,15820
347,162,15820
348,162,15820
349,163,15820
350,164,15820
351,164,15820
352,164,15820
353,164,15820
354,164,15820
355,164,15820
356,166,15820
357,167,15820
358,168,15820
359,169,15820
360,171,15820
361,170,15820
362,173,15820
363,176,15820
364,176,15820
365,176,15820
366,177,15820
367,177,15820
368,177,15820
369,180,15820
370,182,15820
371,184,15820
372,187,15820
373,187,15820
374,188,15820
375,188,15820
376,190,15820
377,191,15825
378,189,15831
379,189,15837
380,189,15843
381,189,15849
382,190,15855
383,191,15861
384,191,15867
385,192,15872
386,191,15878
387,191,15884
388,191,15890
389,190,15896
390,192,15902
391,192,15908
392,193,15914
393,195,15920
394,196,15925
395,197,15931
396,199,15937
397,200,15943
398,201,15949
399,201,15955
400,203,15961
401,204,15967
402,204,15973
403,205,15978
404,207,15984
405,207,15990
406,207,15996
407,209,16002
408,210,16008
409,211,16014
410,212,16020
411,213,16026
412,213,16031
413,214,16037
414,217,16043
415,219,16049
416,219,16055
417,219,16061
418,220,16067
419,220,16073
420,221,16078
421,221,16084
422,222,16090
423,223,16096
424,224,16102
425,225,16108
426,224,16114
427,224,16120
428,225,16126
429,225,16131
430,224,16137
431,227,16143
432,227,16149
433,226,16155
434,226,16161
435,226,16167
436,228,16173
437,227,16179
438,228,16184
439,228,16190
440,228,16196
441,228,16202
442,227,16208
443,227,16214
444,228,16220
445,227,16226
446,227,16232
447,228,16234
448,229,16236
449,230,16238
450,230,16240
451,229,16243
452,230,16245
453,228,16247
454,228,16249
455,230,16251
456,231,16254
457,233,16256
458,234,16258
459,236,16260
460,237,16262
461,237,16265
462,238,16267
463,239,16269
464,238,16271
465,238,16273
466,238,16276
467,240,16278
468,241,16280
469,242,16282
470,243,16284
471,243,16287
472,243,16297
473,244,16307
474,245,16317
475,246,16328
476,245,16338
477,245,16348
478,245,16358
479,246,16369
480,248,16379
481,248,16389
482,249,16399
483,250,16410
484,251,16420
485,252,16430
486,252,16441
487,253,16451
488,253,16461
489,253,16471
490,254,16482
491,256,16492
492,257,16502
493,259,16512
494,259,16523
495,261,16533
496,263,16543
497,265,16553
498,267,16564
499,268,16574
500,268,16584
501,269,16595
502,270,16605
503,270,16615
504,271,16625
505,271,16636
506,274,16646
507,274,16656
508,274,16666
509,274,16677
510,276,16687
511,277,16697
512,278,16708
513,277,16708
514,280,16708
515,283,16708
516,284,16708
517,286,16708
518,286,16708
519,285,16708
520,286,16708
521,286,16708
522,286,16708
523,287,16708
524,287,16708
525,289,16708
526,289,16708
527,291,16708
528,292,16708
529,292,16708
530,296,16708
531,297,16708
532,297,16708
533,297,16708
534,299,16708
535,302,16708
536,302,16712
537,304,16716
538,305,16720
539,305,16724
540,305,16728
541,307,16733
542,308,16737
543,308,16741
544,312,16745
545,312,16749
546,314,16754
547,314,16758
548,316,16762
549,318,16766
550,319,16770
551,317,16774
552,317,16779
553,316,16783
554,319,16787
555,319,16791
556,319,16795
557,319,16800
558,319,16804
559,321,16808
560,322,16812
561,322,16816
562,327,16820
563,327,16825
564,329,16829
565,330,16833
566,330,16837
567,331,16841
568,332,16846
569,335,16850
570,338,16854
571,339,16858
572,338,16862
573,339,16867
574,341,16871
575,342,16875
576,341,16879
577,342,16883
578,343,16887
579,344,16892
580,346,16896
581,347,16900
582,348,16904
583,349,16908
584,350,16913
585,350,16917
586,353,16921
587,355,16925
588,356,16929
589,357,16933
590,358,16938
591,358,16942
592,358,16946
593,361,16950
594,362,16954
595,361,16959
596,360,16963
597,363,16967
598,362,16971
599,363,16975
600,364,16979
601,365,16984
602,366,16988
603,366,16992
604,368,16996
605,372,17000
606,372,17005
607,372,17009
608,374,17013
609,374,17017
610,376,17021
611,376,17026
612,377,17030
613,379,17034
614,380,17038
615,382,17042
616,386,17046
617,385,17051
618,385,17055
619,387,17059
620,389,17063
621,390,17067
622,391,17072
623,393,17076
624,393,17080
625,395,17084
626,399,17088
627,401,17092
628,402,17097
629,404,17101
630,404,17105
631,404,17109
632,404,17113
633,407,17118
634,409,17122
635,407,17126
636,408,17130
637,413,17134
638,414,17139
639,416,17160
640,416,17182
641,417,17204
642,416,17225
643,417,17247
644,417,17269
645,419,17291
646,419,17312
647,420,17334
648,424,17356
649,425,17378
650,426,17399
651,427,17421
652,427,17443
653,431,17465
654,433,17486
655,434,17508
656,435,17530
657,437,17552
658,437,17573
659,438,17595
660,441,17617
661,443,17639
662,444,17660
663,443,17682
664,444,17704
665,443,17726
666,444,17747
667,444,17769
668,445,17791
669,445,17813
670,446,17834
671,447,17856
672,450,17878
673,450,17900
674,449,17921
675,451,17943
676,451,17965
677,454,17987
678,456,18008
679,457,18030
680,456,18052
681,457,18074
682,458,18095
683,460,18117
684,461,18139
685,460,18161
686,461,18182
687,463,18204
688,466,18226
689,468,18248
690,469,18269
691,471,18291
692,473,18313
693,473,18334
694,475,18356
695,475,18378
696,478,18400
697,476,18421
698,476,18443
699,477,18465
700,479,18487
701,480,18508
702,482,18530
703,485,18552
704,485,18574
705,488,18595
706,489,18617
707,488,18639
708,489,18661
709,490,18682
710,490,18704
711,492,18726
712,492,18748
713,492,18769
714,491,18791
715,492,18813
716,494,18835
717,495,18856
718,493,18878
719,492,18900
720,492,18922
721,492,18943
722,492,18965
723,494,18987
724,496,19009
725,498,19030
726,500,19052
727,501,19074
728,499,19096
729,502,19117
730,502,19139
731,503,19161
732,503,19183
733,503,19204
734,503,19226
735,504,19248
736,506,19270
737,509,19291
738,509,19313
739,510,19335
740,511,19357
741,512,19378
742,514,19400
743,515,19422
744,518,19443
745,519,19465
746,521,19487
747,519,19509
748,521,19530
749,522,19552
750,525,19574
751,530,19596
752,533,19617
753,535,19639
754,536,19661
755,535,19683
756,535,19704
757,538,19726
758,539,19748
759,539,19770
760,538,19791
761,541,19813
762,542,19835
763,543,19857
764,542,19878
765,543,19900
766,545,19922
767,547,19944
768,547,19965
769,551,19987
770,552,20009
771,557,20031
772,559,20052
773,560,20074
774,562,20096
775,566,20118
776,565,20139
777,564,20161
778,566,20183
779,567,20205
780,566,20226
781,568,20248
782,569,20270
783,570,20292
784,571,20313
785,572,20335
786,573,20357
787,571,20379
788,572,20400
789,574,20422
790,575,20444
791,574,20466
792,575,20465
793,576,20465
794,575,20464
795,575,20464
796,576,20463
797,577,20463
798,577,20463
799,580,20462
800,580,20462
801,581,20461
802,583,20461
803,587,20461
804,586,20460
805,588,20460
806,587,20459
807,588,20459
808,588,20458
809,589,20458
810,590,20458
811,593,20457
812,594,20457
813,594,20456
814,594,20456
815,595,20456
816,595,20455
817,595,20455
818,598,20454
819,598,20454
