Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Mole,Gbadolite,Inke,Betou,Brazaville
131,2328,697,704,1482,895,722,1345,1375,1371,1032,167,588,637,283,55,2026,2124,1214,707,1838,1011,2373,2121,3324,2781,1070,1444,1178,1052,848,23725,22925,33742,11590,20454,8204,456,10232,2863
132,2281,695,693,1537,741,700,1321,1351,1280,982,175,503,634,260,58,2018,2101,1225,697,1806,1015,2362,2094,3294,2806,1062,1442,1219,1053,855,23896,22925,33975,11628,20454,8268,465,10232,2880
133,2131,705,650,1474,772,697,1289,1272,1263,975,162,492,641,268,60,2022,2057,1213,706,1776,1024,2350,2098,3258,2870,1068,1412,1162,1063,806,24067,22925,34162,11691,20454,8338,475,10232,2903
134,2086,683,686,1436,721,673,1298,1283,1163,941,156,487,662,284,54,2048,2077,1172,702,1747,997,2252,2100,3290,2780,1039,1419,1136,1079,806,24244,22925,34335,11747,20454,8384,485,10232,2920
135,1931,705,670,1396,701,683,1350,1186,1176,868,159,521,664,281,55,1990,2090,1187,674,1694,1032,2282,2036,3209,2813,1065,1411,1115,1040,802,24404,22925,34520,11798,20454,8439,489,10232,2936
136,1900,671,668,1382,666,655,1379,1164,1018,867,166,510,648,271,62,1962,2091,1162,684,1730,1022,2224,2017,3158,2780,1057,1440,1098,1039,813,24564,22925,34722,11844,20454,8493,503,10232,2958
137,1746,684,682,1364,666,623,1352,1128,1074,845,164,472,650,270,69,2012,2032,1113,710,1693,1005,2256,1932,3164,2801,1029,1406,1055,1093,771,24735,22925,34880,11900,20454,8541,513,10232,2974
138,1877,667,650,1326,600,668,1350,1074,970,816,164,439,652,269,64,2021,2022,1110,724,1678,977,2122,1969,3194,2704,989,1378,1032,1081,740,24939,22925,35093,11946,20454,8608,519,10232,2988
139,1749,655,625,1322,608,585,1361,1020,1013,770,164,462,628,278,62,2034,1990,1118,733,1643,955,2105,1941,3213,2701,1022,1333,1032,1064,707,25099,22925,35246,11985,20454,8666,525,10232,3010
140,1712,647,668,1289,590,566,1375,1006,983,809,165,421,608,271,60,2019,1965,1077,735,1646,965,2042,1877,3109,2736,1010,1332,979,1104,683,25244,22925,35417,12035,20454,8716,535,10232,3032
141,1715,651,662,1248,590,589,1348,999,920,802,161,438,589,269,55,1957,1901,1057,721,1635,990,2001,1773,3118,2748,939,1382,947,1082,652,25442,22925,35611,12071,20454,8780,541,10232,3048
142,1631,655,632,1257,584,559,1334,961,945,742,174,439,624,257,57,1901,1935,1081,703,1550,1002,1933,1764,3093,2691,957,1341,982,1027,627,25617,22925,35799,12121,20454,8832,548,10232,3081
143,1645,674,625,1259,570,574,1353,921,889,719,177,453,585,254,54,1872,1943,1070,678,1558,951,1867,1708,3051,2699,932,1366,928,996,630,25792,22925,35948,12155,20454,8892,554,10232,3098
144,1846,634,629,1342,767,602,1305,981,1197,882,159,486,579,262,49,1910,1973,1111,705,1579,931,1891,1713,3038,2640,990,1328,956,1020,638,25922,22925,36122,12207,20454,8943,563,10232,3119
145,2254,639,624,1399,855,634,1267,1045,1293,935,146,492,532,252,51,1953,1957,1135,706,1697,935,1961,1736,3021,2642,1033,1305,1024,1036,707,26078,22925,36286,12251,20454,8991,573,10232,3153
146,2444,604,649,1464,1007,696,1241,1135,1547,1045,148,520,529,257,51,1987,2057,1139,715,1738,953,2096,1829,2986,2598,1031,1297,1120,1027,789,26246,22925,36450,12276,20454,9051,579,10232,3177
147,2769,630,646,1569,1034,706,1239,1264,1668,1188,158,611,558,275,52,1941,2091,1116,672,1738,976,2212,1863,3005,2594,1096,1334,1189,1019,872,26391,22925,36645,12331,20454,9129,583,10232,3194
148,3002,621,665,1707,1203,755,1289,1365,1754,1231,140,629,583,266,54,1971,2085,1179,707,1791,955,2263,1960,3052,2593,1067,1346,1249,1019,945,26596,22925,36831,12393,20454,9177,590,10232,3205
149,2755,619,678,1666,986,752,1281,1444,1551,1139,155,621,621,257,53,1960,2075,1192,685,1747,965,2253,2052,3054,2605,1051,1391,1264,1042,1005,26794,22925,37025,12460,20454,9227,595,10232,3218
150,2544,639,674,1609,953,781,1267,1418,1546,1091,159,571,618,251,51,1965,2049,1208,683,1722,970,2262,2042,3041,2661,1077,1462,1268,1028,1009,26903,22925,37215,12505,20454,9277,600,10232,3234
151,2432,632,691,1599,863,774,1248,1461,1386,1045,150,555,606,240,74,2006,2045,1167,711,1703,988,2290,1969,3037,2686,1137,1536,1222,1004,1035,26873,22925,37430,12577,20454,9334,613,10232,3257
152,2334,634,659,1552,847,718,1265,1404,1298,1019,154,526,630,240,80,2062,2011,1197,689,1668,1006,2268,2007,3018,2750,1156,1621,1182,989,960,26876,22925,37627,12653,20454,9402,620,10232,3277
153,2213,620,657,1483,858,697,1262,1352,1291,959,154,491,636,255,83,2114,2031,1234,680,1638,1007,2260,1998,3083,2695,1226,1644,1120,966,928,26880,22925,37823,12715,20454,9449,630,10232,3290
154,2155,635,688,1502,781,694,1272,1317,1238,964,147,457,637,275,87,2048,1978,1172,683,1610,1022,2205,1976,3075,2734,1203,1793,1126,976,924,26873,22925,37990,12768,20454,9497,636,10232,3307
155,2102,649,695,1436,725,690,1309,1265,1253,911,159,474,665,276,88,2098,1984,1138,650,1578,1045,2151,1969,3060,2687,1213,1852,1118,987,869,26874,22925,38167,12820,20454,9547,645,10232,3319
156,2070,645,644,1393,697,661,1278,1245,1161,938,148,485,649,294,77,2201,1989,1127,662,1634,1030,2118,1885,3060,2670,1238,1850,1125,991,850,26880,22925,38330,12879,20454,9594,657,10232,3336
157,1948,653,676,1448,699,711,1278,1198,1121,849,156,477,643,294,96,2152,1958,1092,651,1592,1034,2104,1870,3077,2666,1255,1922,1087,998,803,26869,22925,38528,12947,20454,9636,669,10232,3357
158,1947,640,655,1389,661,679,1291,1145,1061,854,158,472,646,309,90,2185,1990,1076,653,1583,1053,2032,1900,3062,2599,1247,1948,1115,984,771,26881,22925,38722,12986,20454,9706,676,10232,3371
159,1838,628,625,1365,653,685,1253,1090,1071,809,135,452,617,284,101,2253,1938,1132,680,1599,1073,2048,1837,3070,2634,1271,1946,1085,999,735,26871,22925,38895,13036,20454,9753,686,10232,3390
160,1777,643,603,1421,657,682,1307,1082,985,820,134,421,596,307,102,2196,1907,1114,679,1604,1073,2004,1784,2966,2669,1254,1995,1089,979,759,26879,22925,39065,13084,20454,9798,701,10232,3401
161,1750,626,616,1410,643,658,1274,1047,958,847,142,476,582,315,105,2244,1865,1086,664,1584,1073,1978,1705,2918,2755,1248,2001,1078,938,725,26876,22925,39248,13132,20454,9837,713,10232,3420
162,1757,611,633,1345,627,674,1277,1005,956,824,148,466,570,347,106,2284,1815,1075,698,1560,1052,1965,1706,2946,2669,1296,1975,1023,975,715,26873,22925,39415,13168,20454,9871,717,10232,3428
163,1687,643,641,1333,610,647,1260,981,981,812,151,471,558,352,117,2295,1841,1009,641,1586,1068,1913,1713,2972,2583,1300,1985,996,992,710,26877,22925,39580,13206,20454,9925,730,10232,3441
164,1684,587,622,1341,621,662,1266,955,913,773,153,433,536,349,133,2303,1844,1023,682,1625,1095,1890,1688,2950,2555,1353,1945,970,948,673,26876,22925,39764,13256,20454,9982,734,10232,3458
165,1649,605,573,1310,574,665,1260,901,951,761,152,409,543,360,123,2343,1800,1057,666,1624,1075,1878,1695,2897,2542,1338,1970,964,1011,676,26876,22925,39889,13288,20454,10033,738,10232,3481
166,1646,605,583,1318,580,619,1292,908,885,767,136,429,532,334,136,2335,1765,1013,697,1569,1116,1816,1724,2842,2553,1315,2027,930,975,644,26871,22925,40057,13331,20454,10083,753,10232,3507
167,1632,604,614,1326,552,580,1264,893,918,720,146,465,543,362,117,2297,1749,959,657,1589,1091,1773,1684,2833,2514,1311,2061,962,967,647,26881,22925,40203,13380,20454,10132,759,10232,3524
168,1589,585,575,1280,586,613,1276,877,881,688,145,453,570,362,115,2273,1762,1023,658,1535,1101,1799,1622,2849,2425,1341,2079,948,945,628,26873,22925,40355,13422,20454,10178,774,10232,3540
169,1556,608,580,1299,540,586,1245,894,845,742,156,410,565,387,95,2259,1730,1020,621,1535,1105,1766,1617,2798,2401,1300,2120,962,1006,624,26886,22925,40501,13447,20454,10214,783,10232,3560
170,1513,569,577,1295,513,622,1204,883,894,693,144,403,581,376,103,2263,1722,1013,640,1517,1142,1755,1577,2793,2401,1264,2113,963,1031,613,26868,22925,40640,13480,20454,10280,789,10232,3567
171,1582,581,556,1270,507,626,1213,859,849,695,139,418,525,381,94,2295,1734,1001,628,1575,1118,1684,1563,2843,2316,1305,2048,973,965,583,26884,22925,40808,13515,20454,10328,793,10232,3585
172,1474,567,572,1293,530,647,1225,895,826,686,141,443,532,374,110,2308,1655,974,620,1552,1144,1718,1536,2774,2384,1319,2002,900,994,565,26868,22925,40940,13539,20454,10374,799,10232,3597
173,1494,569,563,1270,508,576,1220,914,795,698,138,411,534,369,116,2257,1694,976,635,1550,1159,1706,1511,2763,2325,1307,2054,933,938,538,26881,22925,41098,13574,20454,10417,807,10232,3617
174,1455,559,540,1226,508,584,1191,863,811,726,146,424,549,379,115,2261,1606,967,641,1506,1158,1690,1513,2746,2353,1339,2059,912,950,526,26864,22925,41241,13608,20454,10472,825,10232,3640
175,1499,566,532,1194,508,556,1186,842,799,660,151,430,563,361,112,2283,1669,957,625,1455,1146,1640,1538,2714,2314,1348,2060,923,909,536,26889,22925,41375,13640,20454,10509,834,10232,3668
176,1502,570,519,1199,544,569,1190,855,832,695,145,394,548,369,120,2283,1643,984,615,1502,1131,1661,1466,2684,2285,1322,2105,884,912,574,26869,22925,41495,13665,20454,10552,840,10232,3679
177,1485,555,526,1128,527,544,1162,858,809,711,152,412,538,370,118,2248,1572,927,620,1490,1130,1627,1452,2647,2311,1348,2136,899,955,610,26879,22925,41622,13696,20454,10596,850,10232,3693
178,1441,518,516,1135,533,532,1184,856,829,676,150,398,547,372,111,2276,1571,966,620,1447,1140,1611,1481,2556,2308,1322,2142,876,933,581,26876,22925,41758,13745,20454,10630,858,10232,3709
179,1462,532,511,1125,523,605,1173,831,778,664,153,379,547,362,114,2316,1585,944,601,1497,1117,1538,1484,2547,2239,1329,2088,825,918,603,26866,22925,41914,13766,20454,10680,868,10232,3721
180,1373,554,501,1148,493,558,1123,826,780,647,147,388,561,346,128,2340,1615,940,595,1446,1099,1553,1467,2571,2173,1322,2088,849,922,604,26881,22925,42044,13793,20454,10719,876,10232,3736
181,1373,538,499,1123,448,567,1132,815,762,630,131,377,533,367,119,2304,1606,938,620,1507,1099,1543,1441,2515,2171,1341,2074,845,887,604,26877,22925,42194,13837,20454,10749,888,10232,3753
182,1405,534,515,1169,531,538,1083,790,834,701,138,345,550,353,132,2315,1567,909,624,1498,1070,1537,1456,2539,2204,1358,2072,870,838,570,26878,22925,42343,13873,20454,10782,897,10232,3770
183,1464,537,464,1156,550,585,1090,819,824,683,146,441,553,346,128,2311,1558,954,587,1462,1109,1535,1482,2472,2203,1345,2071,880,857,582,26883,22925,42467,13913,20454,10826,903,10232,3783
184,1572,535,477,1155,589,605,1042,846,839,714,133,384,557,360,128,2353,1575,955,602,1467,1094,1551,1449,2505,2174,1356,2064,857,828,611,26865,22925,42603,13939,20454,10862,908,10232,3796
185,1539,534,485,1223,565,608,1098,864,904,723,137,408,538,382,114,2344,1582,932,602,1464,1078,1567,1469,2442,2187,1339,2053,852,816,673,26894,22925,42706,13983,20454,10895,919,10232,3812
186,1639,555,485,1219,551,551,1070,867,935,729,132,410,537,384,113,2319,1592,924,580,1449,1098,1611,1446,2422,2168,1372,2130,876,856,684,26872,22925,42821,14018,20454,10928,934,10232,3835
187,1652,565,469,1278,607,619,1065,897,949,713,130,398,517,393,114,2226,1589,948,565,1439,1106,1662,1418,2408,2138,1374,2215,845,855,677,26887,22925,42964,14056,20454,10970,940,10232,3845
188,1665,533,460,1275,675,569,1066,940,927,730,140,454,535,373,126,2292,1641,964,567,1402,1127,1602,1494,2379,2098,1444,2126,878,849,671,26870,22925,43084,14097,20454,11002,950,10232,3869
189,1702,533,461,1281,589,649,1037,905,995,779,133,416,536,375,112,2342,1630,969,584,1432,1098,1641,1471,2413,2063,1424,2118,886,860,701,26886,22925,43221,14140,20454,11040,957,10232,3876
190,1767,540,476,1291,638,614,1051,942,979,762,134,456,536,365,119,2408,1631,938,560,1425,1108,1690,1463,2387,2069,1405,2150,921,861,691,26867,22925,43353,14186,20454,11079,970,10232,3891
191,1702,519,501,1300,599,654,1028,973,975,752,120,409,516,363,107,2445,1608,914,590,1500,1108,1652,1489,2346,2107,1358,2126,968,841,687,26878,22925,43506,14223,20454,11103,982,10232,3909
192,1641,518,478,1295,598,599,1008,980,911,802,114,429,526,338,123,2360,1593,939,582,1475,1149,1647,1516,2376,2100,1347,2230,964,837,696,26881,22925,43623,14266,20454,11150,987,10232,3915
193,1596,534,484,1278,628,608,970,988,879,745,124,438,538,356,117,2328,1593,919,549,1464,1130,1653,1510,2433,2090,1394,2238,965,800,697,26876,22925,43768,14306,20454,11197,998,10232,3937
194,1606,538,490,1243,569,638,951,951,899,722,127,409,526,350,117,2317,1560,923,537,1511,1155,1653,1523,2445,2083,1386,2258,960,801,677,26874,22925,43924,14349,20454,11232,1009,10232,3950
195,1588,518,498,1244,570,594,977,931,859,773,151,420,531,341,115,2388,1522,933,543,1498,1126,1671,1498,2391,2137,1378,2239,943,805,653,26875,22925,44053,14398,20454,11267,1015,10232,3955
196,1618,524,502,1222,554,598,947,879,874,764,153,411,510,345,125,2354,1548,936,542,1540,1141,1648,1522,2490,2034,1410,2173,952,796,628,26869,22925,44207,14430,20454,11296,1025,10232,3966
197,1575,519,499,1211,573,598,974,880,853,738,136,380,480,344,117,2380,1552,952,586,1549,1125,1662,1506,2414,2047,1440,2128,906,790,597,26880,22925,44360,14455,20454,11325,1032,10232,3978
198,1571,539,479,1215,531,590,972,854,866,701,134,414,523,350,112,2371,1509,969,566,1482,1118,1685,1517,2389,2050,1397,2194,857,781,560,26870,22925,44496,14492,20454,11357,1041,10232,3997
199,1497,527,486,1210,531,593,981,860,835,663,141,379,539,361,109,2334,1542,972,569,1444,1146,1678,1522,2359,2041,1406,2164,851,800,571,26880,22925,44601,14521,20454,11388,1051,10232,4005
200,1406,515,496,1199,545,566,921,846,793,661,146,431,512,345,113,2317,1528,946,583,1487,1111,1719,1466,2388,2056,1443,2148,854,792,568,26872,22925,44728,14562,20454,11408,1062,10232,4032
201,1450,540,492,1218,446,564,935,845,769,660,167,420,518,364,110,2282,1494,931,550,1441,1107,1665,1440,2384,2078,1386,2207,874,742,578,26875,22925,44866,14604,20454,11451,1072,10232,4048
202,1380,543,489,1218,498,610,889,806,781,634,146,359,534,370,103,2303,1464,940,573,1396,1127,1591,1474,2420,2070,1388,2176,862,762,552,26881,22925,44989,14624,20454,11491,1078,10232,4060
203,1333,523,493,1187,463,596,905,830,765,660,146,388,514,352,113,2358,1435,901,589,1395,1114,1562,1464,2339,2144,1384,2163,852,755,544,26868,22925,45120,14650,20454,11526,1089,10232,4069
204,2027,528,501,1400,897,665,910,887,1483,972,154,482,488,354,118,2340,1536,975,564,1550,1143,1724,1532,2341,2092,1478,2203,989,777,614,26882,22925,45238,14681,20454,11559,1099,10232,4081
205,2902,519,499,1616,1144,791,914,1092,1770,1299,148,539,515,344,121,2421,1661,1034,589,1688,1121,1987,1612,2360,2073,1548,2201,1173,762,751,26869,22925,45362,14717,20454,11603,1105,10232,4089
206,3396,504,538,1817,1330,952,929,1320,2215,1535,143,652,531,336,119,2537,1778,1108,613,1750,1162,2240,1753,2340,2093,1593,2196,1388,811,948,26881,22925,45491,14764,20454,11646,1108,10232,4097
207,3996,513,578,2041,1598,977,946,1597,2407,1586,145,771,560,346,137,2680,1907,1132,625,1852,1111,2528,1982,2401,2099,1628,2259,1646,812,1167,26877,22925,45654,14815,20454,11697,1115,10232,4104
208,4241,544,585,2330,1729,1065,943,1848,2780,1881,133,768,610,351,130,2774,2070,1252,651,1928,1171,2837,2137,2525,2070,1680,2365,1781,850,1338,26877,22925,45827,14902,20454,11748,1122,10232,4121
209,4164,585,602,2331,1391,1098,966,2023,2144,1637,140,752,623,386,111,2830,2037,1225,635,1996,1161,2822,2329,2546,2189,1661,2493,1793,908,1430,26882,22925,46024,14993,20454,11792,1134,10232,4131
