Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Mole,Gbadolite,Inke,Betou,Brazaville
448,2855,1129,1074,2529,989,1161,1991,1554,1478,1325,286,780,1190,888,387,5220,2948,1907,1186,3272,2657,3073,2758,4776,4094,3015,4929,1630,1778,1244,26892,22925,129633,40576,20454,37507,5797,10232,8514
449,2712,1075,1097,2556,1060,1166,1989,1469,1537,1270,294,824,1195,896,380,5202,2960,1897,1191,3205,2701,3051,2790,4813,4067,3048,4814,1653,1745,1221,26870,22925,129827,40642,20454,37577,5826,10232,8514
450,2859,1081,1071,2480,956,1180,2029,1438,1511,1302,295,836,1232,914,373,5243,2999,1903,1178,3155,2621,3057,2716,4708,4043,3016,4814,1634,1722,1226,26872,22925,130075,40702,20454,37627,5864,10232,8514
451,2633,1073,1077,2539,1040,1181,1964,1513,1567,1256,277,781,1224,866,364,5113,2976,1893,1204,3180,2661,3069,2679,4724,4050,3007,4842,1648,1724,1191,26881,22925,130317,40744,20454,37691,5895,10232,8514
452,2850,1097,1111,2521,922,1139,1968,1489,1435,1310,282,819,1205,852,369,5134,2911,1814,1181,3176,2647,3022,2661,4692,4064,2870,4959,1635,1708,1212,26866,22925,130565,40800,20454,37746,5924,10232,8514
453,2557,1068,1101,2491,1030,1149,1920,1465,1507,1281,302,804,1165,840,365,5132,2914,1825,1172,3169,2700,3052,2657,4696,4070,2944,4784,1636,1733,1245,26894,22925,130769,40854,20454,37824,5953,10232,8514
454,2757,1080,1095,2473,928,1110,1943,1449,1461,1198,294,778,1164,844,373,5161,2848,1797,1177,3171,2660,3033,2712,4699,4034,3007,4710,1612,1739,1242,26866,22925,130980,40912,20454,37890,5983,10232,8514
455,2696,1109,1085,2381,950,1125,1928,1431,1520,1231,289,829,1177,877,334,5166,2909,1798,1153,3142,2592,2913,2709,4709,3990,2942,4734,1626,1666,1231,26884,22925,131227,40965,20454,37966,6006,10232,8514
456,2674,1089,1080,2387,936,1148,1903,1429,1498,1263,272,781,1193,843,341,5118,2915,1807,1174,3142,2611,2929,2701,4650,4010,2980,4684,1605,1690,1182,26867,22925,131417,41022,20454,38037,6040,10232,8514
457,2657,1042,1058,2362,941,1149,1887,1431,1419,1220,275,782,1175,848,312,5148,2864,1821,1183,3205,2546,2911,2688,4611,4075,2950,4709,1625,1677,1179,26875,22925,131655,41081,20454,38119,6066,10232,8514
458,2674,1023,1080,2302,973,1154,1919,1413,1458,1295,274,778,1185,859,307,5114,2865,1808,1193,3180,2507,2899,2634,4626,3965,2855,4777,1591,1668,1109,26875,22925,131881,41151,20454,38177,6105,10232,8514
459,2663,1053,1077,2265,947,1177,1959,1418,1480,1234,259,746,1194,821,299,5125,2806,1780,1174,3164,2552,2887,2687,4576,3982,2829,4750,1587,1658,1107,26881,22925,132068,41224,20454,38239,6134,10232,8514
460,2611,1023,1067,2313,948,1136,1916,1470,1401,1247,251,753,1149,856,285,5031,2742,1772,1201,3144,2554,2952,2633,4571,4009,2897,4738,1572,1714,1118,26871,22925,132256,41266,20454,38297,6166,10232,8514
461,2611,1058,1045,2304,928,1184,1924,1434,1400,1225,251,760,1121,887,274,4999,2816,1791,1159,3103,2499,3039,2540,4503,3955,2881,4737,1573,1693,1165,26882,22925,132457,41307,20454,38360,6193,10232,8514
462,2532,1037,1077,2333,920,1149,1912,1442,1478,1197,253,744,1134,842,292,5006,2811,1818,1141,3068,2460,3015,2539,4488,3937,2823,4773,1591,1670,1158,26871,22925,132684,41348,20454,38429,6214,10232,8514
463,2608,1040,1047,2331,946,1073,1839,1469,1415,1213,264,752,1164,814,293,4979,2803,1814,1115,2999,2503,2988,2535,4496,3922,2926,4664,1572,1675,1144,26878,22925,132890,41378,20454,38516,6249,10232,8514
464,2561,1004,1085,2308,922,1066,1863,1436,1464,1205,263,793,1113,812,285,4959,2785,1767,1155,3017,2469,2939,2573,4523,3880,2845,4740,1551,1681,1168,26876,22925,133076,41403,20454,38563,6292,10232,8514
465,2623,1003,1023,2303,892,1110,1856,1416,1414,1234,269,777,1106,827,286,4945,2795,1849,1122,2996,2405,2875,2604,4493,3867,2816,4710,1562,1682,1132,26876,22925,133293,41464,20454,38626,6319,10232,8514
466,2602,970,1096,2297,918,1131,1904,1393,1420,1230,265,732,1097,852,271,4945,2797,1799,1126,2995,2361,2866,2600,4471,3861,2823,4649,1516,1666,1132,26888,22925,133485,41510,20454,38682,6348,10232,8514
467,2518,988,1057,2288,958,1061,1876,1383,1414,1284,263,796,1131,821,289,4973,2811,1780,1127,2904,2404,2842,2551,4536,3797,2785,4642,1517,1657,1112,26865,22925,133712,41553,20454,38758,6373,10232,8514
468,2642,957,1043,2312,905,1074,1884,1416,1330,1196,262,751,1158,819,281,4938,2763,1769,1143,2935,2380,2799,2576,4439,3842,2786,4629,1519,1663,1150,26894,22925,133895,41585,20454,38815,6404,10232,8514
469,2473,976,1019,2288,955,1073,1918,1435,1481,1163,270,769,1135,794,288,4834,2815,1768,1107,2918,2415,2776,2571,4362,3784,2761,4713,1515,1645,1153,26872,22925,134086,41633,20454,38885,6432,10232,8514
470,2688,983,1002,2251,895,1062,1906,1414,1367,1166,254,730,1119,762,312,4808,2757,1788,1111,2857,2457,2778,2560,4370,3815,2762,4668,1506,1645,1185,26872,22925,134262,41685,20454,38945,6468,10232,8514
471,2445,1011,1013,2314,917,1015,1825,1373,1447,1254,250,748,1103,801,282,4803,2795,1779,1093,2874,2400,2798,2498,4442,3751,2737,4623,1502,1668,1200,26883,22925,134468,41728,20454,38999,6499,10232,8514
472,2595,980,1008,2269,896,1088,1861,1361,1264,1192,254,742,1083,815,294,4729,2813,1779,1090,2851,2413,2781,2455,4383,3754,2765,4610,1525,1635,1150,26870,22925,134688,41774,20454,39052,6526,10232,8514
473,2445,994,991,2240,920,1121,1902,1330,1388,1175,239,758,1098,840,279,4690,2794,1752,1120,2824,2411,2749,2416,4430,3705,2714,4584,1486,1622,1084,26871,22925,134911,41808,20454,39116,6545,10232,8514
474,2422,979,977,2271,844,1076,1868,1323,1361,1138,228,730,1105,812,282,4702,2749,1744,1133,2783,2445,2697,2437,4485,3688,2723,4499,1500,1660,1130,26875,22925,135096,41827,20454,39188,6582,10232,8514
475,2427,948,979,2271,894,1032,1831,1355,1229,1211,232,735,1076,822,282,4677,2714,1715,1145,2777,2427,2756,2377,4342,3796,2724,4475,1461,1689,1079,26874,22925,135280,41879,20454,39243,6612,10232,8514
476,2397,993,1000,2233,861,1043,1831,1289,1356,1128,235,726,1057,804,296,4714,2766,1660,1114,2767,2403,2725,2415,4349,3711,2728,4403,1443,1622,1061,26876,22925,135501,41928,20454,39298,6640,10232,8514
477,2428,980,925,2237,845,989,1841,1314,1299,1103,239,715,1022,806,275,4737,2807,1689,1124,2763,2411,2772,2326,4331,3697,2650,4395,1463,1558,1051,26880,22925,135706,41964,20454,39359,6679,10232,8514
478,2376,996,924,2214,835,991,1828,1353,1331,1106,241,666,981,796,293,4701,2742,1685,1091,2795,2337,2761,2385,4230,3719,2604,4457,1444,1574,1058,26877,22925,135863,42008,20454,39404,6721,10232,8514
479,2388,972,922,2200,828,1073,1802,1379,1309,1115,259,736,989,783,298,4638,2702,1658,1068,2754,2291,2724,2396,4189,3715,2628,4455,1400,1608,1045,26879,22925,136062,42037,20454,39466,6744,10232,8514
480,2400,975,923,2248,843,969,1807,1343,1319,1126,239,694,1023,764,303,4513,2724,1676,1060,2711,2374,2676,2433,4164,3680,2605,4488,1415,1585,1051,26880,22925,136269,42074,20454,39493,6790,10232,8514
481,2500,955,946,2184,850,1003,1855,1278,1351,1118,252,712,1027,831,277,4544,2689,1608,1043,2721,2318,2581,2442,4191,3634,2665,4352,1365,1624,1054,26877,22925,136414,42125,20454,39562,6814,10232,8514
482,2486,958,936,2183,900,976,1818,1289,1334,1101,249,694,1010,786,287,4550,2634,1603,1030,2708,2330,2626,2421,4217,3595,2653,4313,1376,1657,1080,26875,22925,136592,42156,20454,39630,6834,10232,8514
483,2405,936,918,2147,866,992,1792,1305,1370,1192,240,733,974,772,287,4612,2678,1620,1035,2730,2274,2606,2364,4173,3579,2590,4302,1367,1610,1118,26874,22925,136804,42199,20454,39693,6855,10232,8514
484,2539,982,865,2083,881,1028,1748,1343,1315,1090,232,743,949,758,288,4608,2699,1570,1023,2738,2250,2615,2367,4167,3531,2495,4324,1430,1599,1133,26877,22925,136970,42253,20454,39752,6892,10232,8514
485,2446,974,890,2060,912,1007,1767,1319,1402,1131,223,701,975,748,298,4689,2725,1578,1025,2723,2197,2579,2346,4118,3537,2489,4242,1448,1550,1110,26872,22925,137156,42316,20454,39783,6926,10232,8514
486,4034,934,892,2595,2044,1216,1707,1567,3019,2074,212,919,988,751,299,4743,2873,1789,1060,2935,2199,3168,2514,4143,3528,2704,4161,1803,1604,1299,26889,22925,137310,42356,20454,39835,6959,10232,8514
487,6342,947,915,3092,2558,1606,1742,2076,3836,2671,223,1114,995,764,288,4798,3143,1938,1032,3268,2200,3650,2833,4118,3567,2790,4208,2252,1602,1739,26870,22925,137509,42410,20454,39898,6990,10232,8514
488,7419,972,969,3761,3069,1770,1769,2524,4873,3277,236,1414,1071,761,279,4925,3402,2136,1029,3417,2274,4375,3309,4187,3686,2945,4274,2798,1625,2195,26881,22925,137765,42499,20454,39937,7022,10232,8514
489,8697,976,1037,4285,3557,2147,1808,3145,5507,3641,245,1503,1109,737,308,5119,3711,2371,1044,3747,2290,5023,3857,4324,3858,3084,4417,3272,1625,2670,26868,22925,138055,42621,20454,40007,7041,10232,8514
490,9827,1017,1122,4876,3816,2296,1831,3805,6191,4017,239,1749,1162,745,301,5469,4031,2509,1085,3977,2357,5732,4425,4513,3943,3255,4498,3759,1691,3092,26880,22925,138415,42789,20454,40090,7063,10232,8514
491,10746,1061,1171,5439,4193,2615,1848,4358,6778,4426,216,1900,1267,769,292,5746,4363,2764,1137,4270,2460,6294,5002,4696,4146,3400,4720,4080,1768,3501,26878,22925,138853,43004,20454,40178,7089,10232,8514
492,11613,1119,1285,5900,4629,2762,1909,4855,7255,4805,211,2020,1361,798,262,6082,4627,2933,1171,4560,2631,6989,5542,5003,4374,3592,4885,4608,1876,3829,26883,22925,139316,43223,20454,40261,7120,10232,8514
493,12305,1155,1411,6397,4809,3021,1976,5336,7671,5159,227,2106,1495,810,278,6448,4929,3103,1191,4939,2729,7771,6051,5352,4611,3829,5135,4993,1992,4277,26872,22925,139802,43477,20454,40337,7156,10232,8514
494,13058,1220,1507,6879,5221,3237,2029,5759,8162,5414,253,2317,1614,825,302,6823,5232,3254,1231,5092,2864,8405,6585,5725,4901,3974,5458,5397,2094,4563,26879,22925,140368,43766,20454,40406,7197,10232,8514
495,13726,1217,1562,7234,5405,3416,2148,6197,8479,5952,262,2376,1684,868,291,7209,5507,3517,1312,5526,2992,9109,7225,6065,5188,4202,5728,5746,2188,4837,26882,22925,140972,44107,20454,40527,7216,10232,8514
496,14414,1281,1676,7551,5631,3727,2269,6543,8921,6130,291,2486,1777,891,299,7554,5802,3722,1341,5850,3206,9801,7751,6548,5432,4432,6073,6171,2316,5053,26868,22925,141593,44462,20454,40635,7236,10232,8514
497,14923,1379,1801,7979,5875,3897,2411,6890,9421,6347,291,2690,1886,918,297,7892,6107,3896,1370,6024,3434,10436,8290,6930,5753,4701,6425,6604,2386,5270,26886,22925,142287,44869,20454,40769,7260,10232,8514
498,14193,1455,1891,7913,5167,3818,2529,7122,8198,5950,286,2435,2004,935,318,8327,6204,3986,1477,6047,3631,10610,8727,7470,6024,4794,6755,6584,2538,5449,26874,22925,142966,45229,20454,40910,7282,10232,8514
499,12974,1490,1962,7847,5028,3733,2779,7013,7830,5649,282,2492,2060,975,318,8716,6232,4027,1574,6116,3735,10758,9023,7827,6352,4969,6934,6400,2647,5310,26883,22925,143676,45621,20454,41049,7321,10232,8514
500,12438,1592,2059,7749,4609,3653,2863,6862,7277,5446,299,2326,2054,997,342,8978,6282,4006,1607,6321,3846,10883,9119,8302,6668,5126,7269,6325,2739,5215,26873,22925,144434,45987,20454,41206,7354,10232,8514
501,11744,1630,2136,7618,4463,3852,3029,6630,7069,5283,322,2306,2131,1013,346,9246,6252,4006,1684,6270,3948,10848,9293,8544,7091,5221,7536,6128,2792,5022,26884,22925,145187,46356,20454,41338,7392,10232,8514
502,11490,1665,2142,7556,4206,3624,3142,6462,6692,5227,324,2288,2162,1049,350,9394,6292,4012,1784,6360,4149,10852,9304,8869,7343,5267,7839,5983,2903,5002,26872,22925,145868,46693,20454,41522,7427,10232,8514
503,11128,1714,2196,7473,4203,3689,3238,6111,6765,4955,329,2184,2263,1075,364,9652,6362,4024,1852,6389,4183,10897,9217,9208,7464,5303,8113,5868,3013,4709,26888,22925,146596,47043,20454,41694,7456,10232,8514
504,11132,1708,2225,7339,4021,3459,3400,5975,6427,4985,338,2155,2303,1127,389,9950,6420,3993,1949,6429,4275,10791,9206,9467,7672,5425,8287,5760,3039,4573,26864,22925,147324,47362,20454,41864,7489,10232,8514
505,10531,1738,2269,7219,4032,3553,3565,5801,6252,4927,358,2319,2284,1172,416,10111,6485,3979,1958,6560,4353,10782,9225,9725,7821,5417,8470,5631,3042,4441,26897,22925,148065,47682,20454,42017,7529,10232,8514
506,10513,1745,2275,7083,3944,3611,3608,5595,6187,4815,379,2057,2307,1238,425,10160,6514,4135,2012,6673,4435,10729,9256,9967,7939,5594,8649,5485,3111,4297,26874,22925,148797,47994,20454,42157,7570,10232,8514
507,10193,1851,2249,7118,3764,3521,3732,5511,5918,4692,422,2183,2358,1281,439,10333,6520,4108,1921,6666,4550,10738,9185,10108,8153,5703,8829,5505,3168,4296,26877,22925,149498,48274,20454,42377,7593,10232,8514
508,10062,1895,2234,7072,3825,3418,3894,5420,5733,4542,430,2183,2430,1281,476,10434,6650,4156,1993,6561,4714,10780,9119,10117,8355,5749,8965,5500,3219,4103,26872,22925,150206,48557,20454,42561,7632,10232,8514
509,9813,1926,2271,7030,3660,3483,3960,5312,5683,4693,451,2156,2397,1311,476,10460,6635,4224,1992,6699,4788,10531,9045,10423,8497,5858,9085,5440,3289,4032,26880,22925,150927,48798,20454,42760,7657,10232,8514
510,9754,1963,2279,6862,3697,3597,4060,5326,5630,4533,457,2198,2376,1371,511,10514,6724,4219,2052,6684,4838,10355,9017,10605,8455,5941,9291,5374,3283,4006,26878,22925,151620,49035,20454,42951,7690,10232,8514
511,9730,1970,2371,6937,3605,3449,4196,5235,5624,4442,471,2124,2374,1374,534,10512,6773,4155,2061,6778,4916,10272,8999,10490,8773,6026,9515,5382,3314,3935,26878,22925,152316,49267,20454,43124,7728,10232,8514
512,9667,2032,2398,6862,3512,3300,4264,5065,5641,4477,451,2161,2424,1470,534,10678,6905,4114,2084,6773,4946,10254,8892,10666,8808,6098,9618,5344,3389,3864,26878,22925,152932,49563,20454,43334,7756,10232,8514
513,9307,2036,2335,6778,3375,3402,4263,5146,5199,4344,457,2054,2458,1518,521,10797,6938,4157,2185,6774,4983,10052,8898,10799,8875,6099,9696,5131,3475,3778,26872,22925,153605,49814,20454,43538,7789,10232,8514
514,9000,2076,2314,6610,3246,3387,4250,5041,5042,4117,475,2118,2433,1475,566,10938,6931,4117,2129,6755,5099,9987,8763,10935,9018,6111,9758,5032,3551,3689,26889,22925,154280,50061,20454,43723,7826,10232,8514
515,8579,2070,2263,6507,3110,3286,4359,4856,5014,4052,463,2040,2515,1517,552,10966,6952,4176,2164,6715,5149,9886,8705,11010,9113,6149,9883,4992,3585,3618,26864,22925,154919,50256,20454,43906,7845,10232,8514
516,8512,2016,2320,6411,3043,3301,4372,4785,4796,4025,460,2030,2474,1552,551,10989,6776,4136,2207,6708,5243,9694,8547,11110,9246,6132,10015,4856,3708,3486,26882,22925,155541,50461,20454,44073,7872,10232,8514
517,8233,2010,2314,6314,2952,3155,4509,4743,4785,3952,475,1913,2455,1574,555,11011,6834,4176,2234,6838,5198,9502,8488,11157,9280,6201,10104,4756,3531,3390,26872,22925,156264,50696,20454,44258,7895,10232,8514
518,8207,2039,2331,6323,2864,3163,4523,4595,4629,3707,449,2058,2443,1534,571,11056,6791,4085,2282,6777,5240,9314,8353,11282,9269,6240,10106,4705,3552,3351,26892,22925,156901,50909,20454,44455,7922,10232,8514
519,8065,2045,2285,6134,2963,3115,4546,4446,4462,3788,477,2049,2412,1559,566,11180,6703,4087,2297,6771,5347,9153,8134,11318,9386,6291,10013,4653,3524,3125,26870,22925,157604,51135,20454,44637,7958,10232,8514
520,7793,2012,2311,6177,2831,3023,4611,4350,4414,3737,510,1928,2407,1581,559,11236,6737,4089,2333,6798,5300,9002,8086,11276,9445,6222,10190,4485,3481,3137,26895,22925,158220,51309,20454,44809,7984,10232,8514
521,7618,2028,2295,6101,2717,3094,4596,4252,4368,3590,485,1974,2433,1628,564,11225,6764,4104,2358,6705,5248,8969,7890,11250,9487,6307,10221,4358,3479,3104,26870,22925,158882,51498,20454,44966,8030,10232,8514
522,7438,2068,2312,6052,2684,2952,4613,4182,4273,3601,517,1911,2408,1651,565,11110,6807,4031,2372,6760,5199,8719,7922,11260,9505,6325,10326,4265,3472,3066,26885,22925,159474,51698,20454,45161,8054,10232,8514
523,7424,2073,2326,5913,2715,3038,4618,4122,4119,3410,501,1880,2488,1643,598,11046,6738,4086,2385,6613,5316,8650,7742,11259,9502,6312,10381,4161,3543,2990,26864,22925,160098,51855,20454,45336,8073,10232,8514
524,7359,2122,2326,5791,2607,2863,4676,4036,4035,3400,505,1849,2442,1634,607,11181,6815,4010,2372,6637,5362,8617,7560,11218,9397,6305,10307,4121,3541,2958,26891,22925,160783,52018,20454,45539,8114,10232,8514
525,7089,2148,2313,5690,2591,2898,4647,3960,3996,3374,542,1873,2420,1645,622,11147,6802,3981,2364,6672,5322,8455,7388,11151,9443,6264,10411,4126,3628,2899,26869,22925,161391,52200,20454,45699,8158,10232,8514
526,7043,2157,2328,5699,2553,2866,4656,3825,3804,3345,516,1831,2410,1640,648,11081,6913,4024,2374,6692,5341,8328,7268,11246,9306,6328,10327,3991,3681,2882,26887,22925,161951,52366,20454,45860,8191,10232,8514
527,6860,2153,2341,5647,2492,2814,4652,3683,3919,3342,505,1837,2396,1664,656,11062,6738,3990,2395,6642,5381,8146,7202,11212,9473,6270,10349,3973,3678,2854,26873,22925,162559,52514,20454,46034,8232,10232,8514
528,6907,2158,2270,5690,2337,2767,4633,3710,3866,3243,504,1816,2421,1686,659,11010,6832,4049,2368,6631,5322,7982,7125,11093,9374,6211,10444,3902,3654,2826,26882,22925,163202,52661,20454,46221,8262,10232,8514
529,6674,2179,2284,5684,2393,2685,4678,3733,3733,3111,522,1970,2381,1702,653,11169,6830,4054,2286,6592,5294,7909,7031,11013,9261,6257,10355,3890,3696,2681,26879,22925,163780,52842,20454,46405,8292,10232,8514
530,6666,2186,2321,5573,2446,2719,4737,3581,3650,3085,500,1778,2356,1764,632,11242,6713,4022,2306,6695,5281,7872,6874,11134,9189,6281,10271,3788,3646,2615,26874,22925,164380,52989,20454,46579,8333,10232,8514
531,6489,2113,2318,5574,2308,2789,4694,3573,3567,3149,511,1848,2372,1731,661,11053,6663,4017,2369,6553,5359,7746,6886,11051,9204,6277,10299,3665,3662,2657,26884,22925,164950,53147,20454,46755,8364,10232,8514
532,6442,2128,2356,5559,2331,2698,4556,3489,3594,2995,518,1749,2361,1748,636,11063,6624,3948,2349,6554,5413,7714,6742,11101,9199,6269,10265,3693,3703,2652,26864,22925,165529,53286,20454,46902,8408,10232,8514
533,6423,2172,2301,5399,2296,2657,4563,3488,3583,3063,542,1783,2384,1720,655,10979,6623,3942,2272,6503,5324,7516,6707,10957,9187,6256,10365,3688,3688,2585,26887,22925,166149,53446,20454,47072,8443,10232,8514
534,6332,2153,2285,5299,2258,2653,4624,3461,3547,2988,518,1721,2363,1788,646,11032,6566,3945,2352,6511,5311,7389,6726,10848,9224,6201,10229,3686,3615,2610,26875,22925,166704,53621,20454,47233,8484,10232,8514
535,6214,2160,2256,5295,2253,2624,4591,3459,3413,2983,527,1774,2354,1783,660,10989,6572,3878,2355,6528,5260,7373,6611,10840,9190,6133,10280,3599,3601,2601,26883,22925,167274,53745,20454,47408,8512,10232,8514
536,6173,2168,2234,5292,2244,2616,4588,3457,3411,3029,507,1739,2348,1715,715,10895,6412,3820,2328,6606,5242,7284,6539,10807,9202,6127,10310,3432,3559,2551,26871,22925,167855,53877,20454,47590,8549,10232,8514
537,6184,2153,2203,5263,2168,2667,4561,3366,3326,2916,502,1718,2389,1714,699,10651,6478,3821,2339,6538,5270,7257,6439,10760,9082,6078,10407,3486,3562,2535,26881,22925,168433,54025,20454,47736,8599,10232,8514
538,5952,2151,2164,5239,2152,2562,4525,3381,3317,2890,502,1592,2356,1721,688,10690,6399,3860,2346,6589,5299,7166,6408,10773,9038,6244,10169,3509,3569,2450,26873,22925,169032,54172,20454,47911,8631,10232,8514
539,5863,2149,2123,5119,2052,2502,4486,3401,3287,2878,515,1743,2444,1747,672,10724,6425,3882,2355,6330,5246,7126,6395,10739,8944,6230,10068,3508,3565,2425,26878,22925,169559,54327,20454,48073,8654,10232,8514
540,5761,2180,2125,5062,2124,2383,4494,3436,3295,2742,516,1654,2378,1769,663,10821,6317,3888,2336,6391,5173,7129,6257,10704,8900,6278,9962,3510,3538,2389,26886,22925,170118,54449,20454,48231,8689,10232,8514
541,5821,2149,2139,5034,1993,2522,4440,3404,3234,2817,519,1703,2360,1756,680,10703,6249,3841,2377,6313,5197,6886,6272,10638,8905,6146,10022,3381,3541,2409,26872,22925,170646,54584,20454,48387,8722,10232,8514
542,5738,2176,2108,5105,2027,2444,4374,3358,3243,2780,512,1605,2347,1725,674,10552,6189,3797,2375,6260,5232,6781,6234,10638,8832,6075,10128,3405,3596,2376,26889,22925,171160,54719,20454,48551,8771,10232,8514
543,5779,2161,2083,5061,1960,2447,4436,3284,3212,2710,485,1676,2326,1727,668,10539,6147,3768,2415,6312,5224,6786,6110,10419,8835,6066,10046,3373,3624,2334,26868,22925,171672,54842,20454,48676,8819,10232,8514
544,5646,2119,2097,5038,2023,2430,4393,3240,3214,2709,508,1574,2260,1752,649,10617,6174,3726,2378,6449,5222,6688,6088,10290,8820,5928,9982,3371,3505,2292,26888,22925,172253,54991,20454,48844,8846,10232,8514
545,5723,2138,2166,5086,2061,2426,4315,3107,3185,2703,490,1625,2288,1679,684,10425,6117,3643,2372,6273,5300,6693,5954,10310,8737,5906,9999,3293,3494,2312,26870,22925,172779,55094,20454,48991,8880,10232,8514
546,5717,2163,2086,5112,2043,2421,4259,3082,3107,2668,499,1568,2277,1714,684,10266,6106,3668,2351,6216,5296,6593,5919,10253,8715,5893,9988,3278,3476,2309,26885,22925,173337,55203,20454,49170,8910,10232,8514
547,5607,2117,2093,4974,2012,2397,4251,3092,3188,2713,537,1572,2243,1710,686,10317,6116,3638,2356,6261,5241,6528,5826,10130,8596,5882,9875,3193,3488,2263,26875,22925,173866,55325,20454,49324,8940,10232,8514
548,5644,2100,2088,4918,2019,2418,4199,3132,2975,2623,537,1616,2219,1696,683,10259,6130,3630,2352,6193,5220,6493,5770,10142,8490,5845,9899,3156,3486,2203,26875,22925,174350,55420,20454,49472,8980,10232,8514
549,5563,2054,2063,4880,1993,2308,4178,3060,3116,2644,510,1616,2237,1716,666,10264,6039,3676,2340,6189,5176,6466,5711,10125,8527,5815,9791,3168,3390,2168,26876,22925,174913,55533,20454,49624,9010,10232,8514
550,5620,2082,2067,4899,1921,2318,4180,3042,3110,2578,461,1580,2225,1697,675,10271,6013,3655,2386,6119,5161,6366,5733,10034,8514,5703,9733,3122,3380,2187,26877,22925,175383,55669,20454,49762,9055,10232,8514
551,5541,2123,2047,4804,1996,2322,4177,3054,3079,2503,452,1675,2208,1707,645,10124,5884,3644,2349,6018,5195,6343,5663,9955,8578,5706,9709,3170,3297,2191,26885,22925,175901,55789,20454,49918,9099,10232,8514
552,5490,2112,2052,4771,1918,2254,4130,3085,2971,2585,492,1518,2163,1694,644,9978,5866,3670,2295,6169,5161,6331,5601,9864,8556,5742,9766,3187,3236,2253,26868,22925,176417,55893,20454,50054,9138,10232,8514
553,5286,2101,2066,4629,1957,2358,4066,2983,3047,2664,496,1563,2215,1719,641,10009,5889,3597,2327,6033,5003,6300,5560,9889,8440,5749,9691,3112,3248,2277,26884,22925,176909,55979,20454,50225,9185,10232,8514
554,5455,2067,2072,4672,1916,2266,4136,3002,2970,2538,510,1543,2164,1663,691,10051,5901,3574,2352,5997,5057,6159,5647,9659,8355,5675,9601,3149,3241,2254,26864,22925,177362,56109,20454,50378,9220,10232,8514
555,5284,2019,2060,4673,1949,2225,4052,3011,2955,2528,504,1554,2160,1741,639,10074,5886,3646,2329,5912,5002,6167,5566,9624,8292,5655,9535,3165,3333,2175,26885,22925,177805,56247,20454,50520,9271,10232,8514
556,5263,2034,2077,4644,1928,2305,4019,2937,2989,2530,527,1554,2146,1744,637,10002,5821,3547,2240,5854,5009,6077,5534,9635,8248,5601,9585,3103,3306,2199,26864,22925,178308,56358,20454,50665,9326,10232,8514
557,5405,2029,2051,4603,1841,2225,4046,2890,2870,2510,491,1564,2160,1749,624,10014,5887,3529,2263,5789,4948,6137,5472,9590,8130,5730,9425,3064,3246,2151,26899,22925,178816,56457,20454,50819,9365,10232,8514
558,5155,2019,2008,4622,1872,2158,4019,2821,2912,2596,521,1591,2091,1703,644,9884,5902,3574,2203,5832,5004,6037,5535,9424,8129,5775,9369,3057,3257,2158,26879,22925,179294,56547,20454,50962,9408,10232,8514
559,5991,2051,2022,4813,2364,2374,3981,2842,3602,2870,527,1629,2085,1668,674,9867,5962,3603,2207,5946,5006,6178,5492,9428,8117,5736,9389,3261,3305,2175,26868,22925,179735,56660,20454,51106,9439,10232,8514
560,6207,2031,2051,4792,2141,2313,3971,3009,3128,2766,511,1573,2110,1683,647,9885,5900,3573,2238,5970,4953,6266,5478,9389,8145,5699,9360,3235,3220,2334,26879,22925,180205,56747,20454,51242,9489,10232,8514
561,5622,2026,2068,4759,2145,2293,3932,3004,3327,2697,472,1577,2111,1661,653,9924,5853,3576,2240,5964,4942,6194,5534,9306,8093,5801,9201,3272,3344,2350,26880,22925,180692,56862,20454,51396,9536,10232,8514
562,5742,1998,2031,4778,2199,2325,4094,3028,3077,2625,484,1580,2094,1643,675,9948,6103,3565,2264,5944,4895,6231,5524,9329,7995,5690,9190,3236,3244,2351,26871,22925,180515,57081,20454,51547,9578,10232,8514
563,5679,2023,1968,4729,2019,2328,4148,2975,3188,2526,500,1580,2117,1667,656,9949,6162,3572,2238,5842,4883,6286,5499,9254,8050,5577,9288,3216,3261,2375,26888,22925,180653,57219,20454,51710,9616,10232,8514
564,5593,2016,1987,4721,2206,2249,4201,3000,3014,2646,508,1528,2143,1630,637,9833,6358,3503,2258,5823,4899,6144,5582,9431,7924,5530,9396,3216,3257,2276,26869,22925,180491,57447,20454,51841,9651,10232,8514
565,5604,1959,1942,4707,2007,2274,4241,2997,3061,2695,498,1514,2107,1595,661,9870,6411,3499,2265,5873,4857,6105,5517,9398,7944,5515,9265,3182,3260,2340,26887,22925,180651,57577,20454,51993,9704,10232,8514
566,5549,2036,1981,4662,2107,2274,4281,3009,3116,2481,513,1590,2126,1587,650,9748,6446,3364,2219,5777,4916,6078,5466,9343,8090,5463,9318,3255,3349,2309,26864,22925,180489,57810,20454,52125,9751,10232,8514
