Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
797,1620,410,392,1103,648,502,1183,1229,935,769,68,351,146,322,102,1653,1847,639,290,1199,764,1717,1483,2642,2302,1144,1396,1057,1027,979,105481,90024,114400,35074,54249,629,24812,7462,84695,8442
798,1581,424,395,1127,659,493,1168,1169,881,707,65,341,157,318,96,1634,1858,617,287,1153,801,1640,1494,2621,2338,1127,1446,1081,1088,943,105501,90047,114443,35090,54275,631,24836,7474,84740,8441
799,1516,389,372,1126,643,480,1158,1141,859,686,64,366,119,317,90,1591,1807,630,299,1168,834,1614,1474,2636,2380,1137,1438,1064,1135,922,105577,90079,114467,35110,54319,630,24853,7489,84768,8440
800,1531,413,380,1028,603,527,1168,1132,862,618,66,357,146,306,87,1660,1766,611,285,1140,838,1593,1472,2632,2410,1122,1380,1044,1137,911,105650,90098,114501,35137,54340,632,24875,7503,84779,8447
801,1478,420,378,1021,617,476,1193,1065,806,626,67,333,121,315,86,1694,1798,605,287,1154,842,1583,1435,2659,2370,1150,1357,1019,1142,899,105671,90152,114533,35145,54368,632,24896,7518,84829,8447
802,1391,401,375,1045,593,471,1222,1067,743,641,81,324,131,329,75,1703,1804,614,290,1094,857,1557,1426,2645,2385,1148,1372,994,1114,885,105706,90186,114576,35163,54392,632,24909,7532,84862,8452
803,1375,407,400,1036,541,471,1236,1092,740,596,75,349,113,329,80,1707,1803,556,299,1119,818,1554,1401,2619,2388,1126,1408,1016,1138,860,105745,90193,114594,35183,54411,634,24921,7540,84860,8454
804,1299,390,379,1014,542,444,1241,1105,740,606,81,321,123,346,76,1703,1830,600,295,1104,807,1506,1449,2637,2332,1131,1377,1019,1116,856,105794,90209,114628,35194,54447,634,24935,7547,84874,8456
805,1377,423,364,985,530,503,1226,1032,717,592,71,311,123,340,86,1693,1797,595,291,1094,768,1500,1414,2632,2379,1096,1409,967,1085,835,105851,90241,114655,35206,54476,633,24964,7552,84913,8461
806,1263,415,380,1011,552,460,1206,1020,734,601,64,314,134,323,84,1715,1785,587,295,1085,789,1487,1435,2619,2379,1085,1387,963,1092,805,105899,90245,114704,35216,54505,634,24973,7562,84916,8464
807,1295,409,366,976,506,466,1197,1048,698,581,59,309,119,342,73,1708,1786,580,296,1103,749,1450,1414,2636,2337,1078,1404,993,1100,799,105961,90247,114752,35223,54549,631,24984,7572,84924,8467
808,1277,397,370,946,524,446,1203,1047,717,592,60,305,134,343,73,1711,1759,572,303,1082,774,1455,1349,2622,2341,1058,1391,1007,1114,741,106005,90253,114801,35221,54578,632,24996,7586,84934,8468
809,1277,406,387,915,546,426,1211,1000,684,601,70,309,118,314,81,1649,1765,560,278,1071,813,1417,1337,2620,2315,1076,1448,998,1124,707,106022,90275,114860,35224,54596,633,25017,7597,84969,8471
810,1244,374,365,907,496,452,1222,996,698,557,73,273,112,327,82,1613,1741,598,296,1052,805,1358,1380,2629,2340,1095,1443,976,1097,742,106057,90312,114903,35228,54635,636,25040,7606,84957,8470
811,1228,391,368,919,490,421,1224,988,680,625,70,292,110,335,90,1598,1799,562,292,1036,765,1355,1334,2673,2257,1128,1424,980,1098,714,106070,90322,114923,35232,54661,636,25054,7617,84958,8468
812,1241,386,365,874,542,501,1240,986,659,574,62,312,105,337,93,1584,1784,547,292,1040,739,1352,1291,2660,2282,1127,1450,965,1057,688,106088,90319,114989,35231,54678,638,25058,7637,84944,8470
813,1197,391,343,875,483,449,1241,984,697,559,66,270,106,341,87,1541,1758,581,270,1061,743,1323,1298,2663,2294,1117,1468,996,1087,703,106134,90335,115003,35238,54701,639,25066,7654,84951,8474
814,1222,400,367,845,488,403,1190,961,646,584,64,288,116,317,98,1582,1772,540,263,1003,732,1364,1269,2708,2302,1130,1436,963,1072,715,106196,90364,115006,35238,54718,640,25076,7676,84958,8475
815,1314,394,361,947,700,440,1196,952,1078,711,60,345,115,337,94,1580,1807,545,272,1074,740,1442,1261,2715,2294,1163,1389,984,1098,707,106207,90379,115027,35241,54736,642,25081,7691,84957,8472
816,1807,390,364,1023,692,480,1139,1089,1099,799,56,356,113,317,99,1600,1815,574,266,1105,753,1518,1308,2698,2348,1179,1401,1012,1116,827,106242,90410,115044,35244,54763,647,25090,7702,84948,8476
817,1901,395,362,1100,878,504,1189,1193,1305,845,46,384,118,347,97,1648,1901,613,268,1162,762,1619,1364,2634,2351,1140,1410,1047,1074,851,106287,90458,115078,35254,54776,649,25110,7715,84959,8476
818,2136,413,366,1198,928,525,1184,1271,1430,910,49,422,139,337,103,1720,1965,657,258,1160,781,1658,1491,2626,2313,1158,1406,1112,1123,884,106301,90470,115094,35277,54787,650,25119,7725,85014,8471
819,2361,422,385,1266,1001,592,1189,1372,1489,956,56,456,138,346,96,1700,2035,661,258,1192,818,1727,1506,2631,2341,1184,1423,1177,1135,981,106332,90498,115146,35282,54807,650,25133,7731,85055,8464
