Time,Belom,
174,28218,26279
175,28310,26294
176,28406,26442
177,28505,26591
178,28617,26739
179,28708,26888
180,28781,27036
181,28873,27185
182,28966,27334
183,29050,27482
184,29118,27631
185,29187,27779
186,29269,27928
187,29363,28076
188,29434,28225
189,29525,28374
190,29608,28374
191,29673,28375
192,29732,28376
193,29802,28376
194,29896,28377
195,29980,28378
196,30072,28379
197,30146,28383
198,30241,28388
199,30301,28393
200,30379,28398
201,30459,28403
202,30518,28408
203,30593,28413
204,30669,28418
205,30737,28423
206,30813,28428
207,30904,28433
208,30992,28438
209,31093,28443
210,31192,28448
211,31287,28453
212,31360,28458
213,31454,28463
214,31549,28468
215,31661,28473
216,31737,28478
217,31819,28483
218,31930,28481
219,32038,28479
220,32136,28477
221,32252,28475
222,32325,28473
223,32403,28471
224,32485,28470
225,32569,28417
226,32670,28364
227,32782,28312
228,32862,28259
229,32954,28207
230,33055,28154
231,33156,28101
232,33246,28049
233,33352,27996
234,33469,27944
235,33612,27891
236,33762,27838
237,33933,27786
238,34115,27733
239,34320,27681
240,34528,27628
241,34748,27575
242,34963,27523
243,35222,27470
244,35471,27418
245,35740,27365
246,36014,27312
247,36290,27260
248,36579,27207
249,36858,27155
250,37117,27102
251,37381,27049
252,37640,26997
253,37948,26944
254,38224,26892
255,38500,26839
256,38802,26786
257,39071,26734
258,39346,26681
259,39674,26629
260,39906,26576
261,40188,26523
262,40489,26471
263,40757,26418
264,41013,26366
265,41292,26313
266,41580,26261
267,41831,26264
268,42060,26268
269,42302,26272
270,42535,26275
271,42784,26279
272,43020,26283
273,43242,26287
274,43470,26290
275,43737,26294
276,43952,26298
277,44132,26301
278,44338,26305
279,44520,26309
280,44738,26313
281,44947,26309
282,45141,26305
283,45366,26301
284,45548,26298
285,45756,26294
286,45975,26290
287,46167,26287
288,46361,26291
289,46549,26295
290,46718,26300
291,46853,26304
292,47022,26308
293,47203,26313
294,47408,26317
295,47567,26322
296,47749,26326
297,47921,26330
298,48098,26335
299,48262,26339
300,48390,26344
301,48548,26348
302,48698,26352
303,48844,26357
304,48999,26361
305,49145,26366
306,49288,26370
307,49422,26374
308,49569,26379
309,49694,26383
310,49825,26388
311,49964,26392
312,50086,26396
313,50200,26401
314,50312,26405
315,50428,26410
316,50548,26408
317,50660,26406
318,50760,26404
319,50914,26402
320,51036,26400
321,51185,26399
322,51343,26397
323,51549,26395
324,51752,26393
325,51918,26391
326,52095,26390
327,52278,26388
328,52462,26386
329,52650,26384
330,52867,26382
331,53098,26381
332,53286,26387
333,53481,26394
334,53669,26400
335,53883,26407
336,54092,26414
337,54269,26414
338,54506,26415
339,54732,26416
340,54920,26417
341,55127,26417
342,55326,26418
343,55502,26419
344,55711,26420
345,55905,26421
346,56101,26421
347,56296,26422
348,56496,26423
349,56652,26424
350,56860,26425
351,57038,26428
352,57220,26432
353,57401,26436
354,57610,26439
355,57813,26443
356,57978,26447
357,58153,26450
358,58317,26454
359,58456,26458
360,58612,26461
361,58763,26465
362,58911,26469
363,59062,26472
364,59227,26476
365,59408,26480
366,59563,26483
367,59724,26487
368,59859,26491
369,60020,26494
370,60212,26498
371,60357,26502
372,60498,26504
373,60624,26506
374,60763,26508
375,60915,26510
376,61036,26512
377,61189,26514
378,61312,26517
379,61415,26519
380,61575,26522
381,61731,26524
382,61844,26527
383,61975,26529
384,62080,26532
385,62202,26534
386,62337,26537
387,62442,26539
388,62575,26542
389,62722,26544
390,62814,26547
391,62918,26549
392,63009,26552
393,63109,26554
394,63210,26557
395,63314,26559
396,63408,26562
397,63502,26564
398,63596,26567
399,63667,26569
400,63740,26572
401,63834,26575
402,63926,26577
403,64054,26580
404,64144,26582
405,64236,26585
406,64313,26587
407,64405,26590
408,64494,26592
409,64616,26595
410,64706,26597
411,64800,26600
412,64878,26602
413,64948,26605
414,65066,26607
415,65121,26610
416,65187,26612
417,65259,26615
418,65332,26617
419,65413,26620
420,65501,26622
421,65550,26625
422,65615,26628
423,65681,26630
424,65765,26633
425,65812,26635
426,65867,26638
427,65935,26640
428,66012,26643
429,66076,26645
430,66146,26648
431,66212,26650
432,66259,26653
433,66306,26655
434,66375,26658
435,66438,26660
436,66503,26663
437,66558,26665
438,66594,26668
439,66664,26670
440,66710,26673
441,66773,26675
442,66811,26678
443,66856,26681
444,66916,26683
445,66971,26686
446,67019,26688
447,67083,26691
448,67124,26693
449,67173,26696
450,67207,26698
451,67251,26701
452,67299,26703
453,67357,26706
454,67385,26708
455,67433,26711
456,67499,26713
457,67540,26716
458,67574,26718
459,67618,26721
460,67650,26723
461,67680,26726
462,67740,26728
463,67784,26731
464,67848,26734
465,67882,26736
466,67952,26739
467,67985,26741
468,68033,26744
469,68093,26746
470,68141,26749
471,68185,26751
472,68229,26754
473,68263,26756
474,68298,26759
475,68330,26761
476,68371,26764
477,68402,26766
478,68426,26769
479,68466,26771
480,68472,26774
481,68522,26776
482,68561,26779
483,68599,26781
484,68650,26784
485,68698,26787
486,68724,26788
487,68759,26789
488,68826,26790
489,68890,26791
490,68981,26792
491,69093,26793
492,69211,26795
493,69354,26796
494,69536,26797
495,69720,26798
496,69896,26799
497,70111,26800
498,70371,26801
499,70653,26803
500,70921,26804
501,71177,26805
502,71428,26806
503,71718,26807
504,72029,26808
505,72336,26809
506,72618,26811
507,72920,26812
508,73284,26813
509,73606,26814
510,73944,26815
511,74277,26816
512,74586,26817
513,74919,26819
514,75248,26820
515,75603,26821
516,75919,26822
517,76268,26823
518,76610,26824
519,76964,26825
520,77316,26827
521,77678,26828
522,78017,26829
523,78366,26830
524,78729,26831
525,79084,26832
526,79398,26833
527,79734,26835
528,80049,26836
529,80361,26837
530,80626,26838
531,80956,26839
532,81244,26840
533,81523,26841
534,81820,26843
535,82134,26844
536,82443,26845
537,82693,26846
538,82929,26847
539,83208,26848
540,83451,26849
541,83719,26851
542,84015,26852
543,84254,26853
544,84504,26854
545,84712,26855
546,84948,26856
547,85166,26857
548,85397,26859
549,85625,26857
550,85830,26855
551,86024,26854
552,86234,26852
553,86428,26850
554,86610,26849
555,86852,26847
556,87069,26845
557,87252,26844
558,87448,26842
559,87631,26840
560,87812,26839
561,88015,26837
562,88215,26836
563,88394,26834
564,88547,26832
565,88732,26831
566,88897,26829
567,89097,26827
568,89282,26826
569,89429,26824
570,89600,26822
571,89771,26821
572,89905,26819
573,90035,26817
574,90216,26816
575,90364,26814
576,90521,26813
577,90687,26814
578,90835,26816
579,91011,26817
580,91157,26819
581,91268,26821
582,91380,26822
583,91536,26824
584,91667,26825
585,91815,26827
586,91959,26829
587,92095,26830
588,92202,26832
589,92343,26833
590,92468,26835
591,92585,26837
592,92689,26838
593,92813,26840
594,92951,26842
595,93057,26843
596,93142,26845
597,93268,26846
598,93396,26848
599,93501,26850
600,93612,26851
601,93723,26853
602,93824,26854
603,93878,26856
604,93978,26858
605,94069,26859
606,94170,26861
607,94285,26863
608,94392,26595
609,94493,26327
610,94599,26059
611,94695,25791
612,94801,25523
613,94915,25255
614,95015,24987
615,95121,24719
616,95195,24451
617,95306,24183
618,95400,23915
619,95469,23647
620,95555,23379
621,95638,23111
622,95709,22843
623,95797,22576
624,95877,22308
625,95937,22040
626,96056,21772
627,96118,21504
628,96182,21236
629,96242,20968
630,96334,20700
631,96425,20432
632,96547,20164
633,96664,19896
634,96767,19628
635,96854,19360
636,96951,19092
637,97023,18824
638,97118,18557
639,97206,18556
640,97307,18555
641,97415,18555
642,97529,18554
643,97653,18553
644,97729,18553
645,97835,18552
646,97922,18551
647,98051,18551
648,98181,18550
649,98276,18550
650,98343,18549
651,98452,18548
652,98530,18548
653,98625,18547
654,98710,18546
655,98792,18546
656,98920,18545
657,99013,18544
658,99097,18544
659,99186,18543
660,99256,18543
661,99303,18542
662,99365,18541
663,99452,18541
664,99507,18540
665,99619,18539
666,99707,18539
667,99788,18538
668,99880,18538
669,99961,18537
670,100026,18537
671,100106,18537
672,100164,18536
673,100209,18536
674,100257,18536
675,100330,18536
676,100413,18535
677,100484,18535
678,100551,18535
679,100612,18535
680,100694,18534
681,100731,18534
682,100798,18534
683,100870,18534
684,100899,18533
685,100961,18533
686,101014,18533
687,101076,18533
688,101121,18532
689,101191,18532
690,101233,18532
691,101313,18532
692,101377,18531
693,101416,18531
694,101491,18531
695,101553,18531
696,101593,18530
697,101647,18530
698,101658,18530
699,101696,18530
700,101745,18536
701,101797,18543
702,101851,18549
703,101915,18556
704,101960,18562
705,102034,18569
706,102065,18575
707,102123,18582
708,102173,18589
709,102226,18595
710,102314,18602
711,102364,18608
712,102385,18615
713,102419,18621
714,102466,18628
715,102491,18635
716,102535,18641
717,102570,18648
718,102611,18654
719,102657,18661
720,102705,18667
721,102729,18674
722,102742,18681
723,102803,18687
724,102833,18694
725,102859,18700
726,102905,18707
727,102937,18713
728,102978,18720
729,103036,18727
730,103069,18727
731,103114,18728
732,103161,18729
733,103195,18730
734,103227,18730
735,103253,18731
736,103283,18732
737,103327,18733
738,103344,18733
739,103372,18734
740,103428,18735
741,103485,18736
742,103554,18737
743,103622,18737
744,103676,18738
745,103729,18739
746,103725,18740
747,103791,18740
748,103827,18741
749,103869,18742
750,103916,18743
751,103969,18744
752,104001,18744
753,104031,18745
754,104039,18746
755,104095,18747
756,104107,18747
757,104145,18748
758,104134,18749
759,104173,18750
760,104184,18751
761,104207,18751
762,104214,18751
763,104244,18751
764,104257,18751
765,104315,18751
766,104343,18751
767,104362,18751
768,104397,18751
769,104435,18751
770,104475,18751
771,104486,18751
772,104507,18751
773,104521,18751
774,104550,18751
775,104565,18751
776,104606,18752
777,104642,18752
778,104658,18752
779,104695,18752
780,104691,18752
781,104702,18752
782,104717,18752
783,104762,18752
784,104802,18752
785,104831,18752
786,104863,18752
787,104860,18752
788,104881,18752
789,104913,18752
790,104970,18752
791,105002,18753
792,105016,18759
793,105032,18765
794,105051,18771
795,105088,18777
796,105115,18783
797,105137,18790
798,105174,18796
799,105218,18802
800,105238,18808
801,105294,18814
802,105368,18820
803,105406,18827
804,105454,18833
805,105495,18839
806,105550,18845
807,105562,18851
808,105578,18857
809,105647,18864
810,105703,18870
811,105749,18876
812,105793,18882
813,105794,18888
814,105856,18894
815,105885,18901
816,105941,18907
817,105985,18913
818,106037,18919
819,106085,18925
