Time,Inke,
523,8253,16359
524,8289,16428
525,8334,16498
526,8378,16568
527,8398,16638
528,8430,16708
529,8474,16778
530,8513,16847
531,8546,16917
532,8580,16987
533,8616,17057
534,8661,17127
535,8693,17197
536,8737,17207
537,8767,17218
538,8810,17229
539,8829,17240
540,8876,17250
541,8904,17261
542,8950,17272
543,8992,17283
544,9018,17294
545,9044,17304
546,9081,17315
547,9118,17326
548,9159,17337
549,9191,17348
550,9241,17358
551,9284,17369
552,9332,17380
553,9377,17391
554,9412,17401
555,9446,17412
556,9469,17423
557,9513,17434
558,9553,17445
559,9595,17455
560,9629,17466
561,9658,17477
562,9698,17488
563,9755,17499
564,9803,17509
565,9842,17520
566,9893,17531
567,9931,17542
568,9976,17552
569,10007,17563
570,10047,17574
571,10084,17585
572,10119,17596
573,10154,17606
574,10199,17617
575,10232,17628
576,10252,17639
577,10294,17650
578,10340,17660
579,10369,17671
580,10396,17682
581,10452,17693
582,10492,17703
583,10534,17714
584,10583,17725
585,10636,17736
586,10679,17747
587,10740,17757
588,10782,17768
589,10825,17779
590,10862,17790
591,10912,17801
592,10952,17811
593,10982,17822
594,11028,17833
595,11063,17844
596,11096,17854
597,11142,17865
598,11179,17876
599,11215,17887
600,11250,17898
601,11285,17908
602,11331,17919
603,11361,17930
604,11395,17941
605,11431,17952
606,11470,17962
607,11518,17973
608,11550,17984
609,11584,17995
610,11632,18005
611,11685,18016
612,11723,18027
613,11756,18038
614,11800,18049
615,11843,18059
616,11883,18070
617,11935,18081
618,11984,18092
619,12016,18103
620,12059,18113
621,12112,18124
622,12149,18135
623,12181,18146
624,12220,18156
625,12256,18167
626,12301,18178
627,12348,18189
628,12381,18200
629,12426,18210
630,12468,18221
631,12518,18232
632,12559,18243
633,12603,18254
634,12640,18264
635,12686,18275
636,12729,18286
637,12771,18297
638,12815,18308
639,12858,18320
640,12902,18333
641,12949,18345
642,12990,18358
643,13031,18371
644,13068,18383
645,13116,18396
646,13148,18408
647,13183,18421
648,13231,18434
649,13277,18446
650,13330,18459
651,13384,18471
652,13427,18484
653,13478,18497
654,13525,18509
655,13561,18522
656,13610,18534
657,13654,18547
658,13688,18560
659,13728,18572
660,13768,18585
661,13819,18597
662,13868,18610
663,13896,18623
664,13924,18635
665,13970,18648
666,14020,18661
667,14059,18673
668,14101,18686
669,14143,18698
670,14188,18711
671,14246,18724
672,14289,18736
673,14334,18749
674,14392,18761
675,14435,18774
676,14490,18787
677,14537,18799
678,14593,18812
679,14648,18824
680,14703,18837
681,14761,18850
682,14805,18862
683,14848,18875
684,14892,18887
685,14936,18900
686,14977,18913
687,15016,18925
688,15066,18938
689,15118,18951
690,15161,18963
691,15204,18976
692,15234,18988
693,15289,19001
694,15338,19014
695,15399,19026
696,15458,19039
697,15498,19051
698,15543,19064
699,15593,19077
700,15632,19089
701,15670,19102
702,15726,19114
703,15794,19127
704,15824,19140
705,15871,19152
706,15906,19165
707,15958,19177
708,15985,19190
709,16034,19203
710,16068,19215
711,16119,19228
712,16160,19240
713,16202,19253
714,16239,19266
715,16280,19278
716,16316,19291
717,16358,19304
718,16409,19316
719,16456,19329
720,16499,19341
721,16550,19354
722,16605,19367
723,16647,19379
724,16705,19392
725,16759,19404
726,16816,19417
727,16854,19430
728,16907,19442
729,16952,19455
730,17004,19467
731,17057,19480
732,17107,19493
733,17153,19505
734,17218,19518
735,17246,19530
736,17295,19543
737,17330,19556
738,17357,19568
739,17407,19581
740,17452,19594
741,17501,19606
742,17550,19619
743,17601,19631
744,17631,19644
745,17684,19657
746,17726,19669
747,17777,19682
748,17829,19694
749,17873,19707
750,17913,19720
751,17967,19732
752,18019,19745
753,18064,19757
754,18112,19770
755,18149,19783
756,18210,19795
757,18263,19808
758,18300,19820
759,18354,19833
760,18401,19846
761,18456,19858
762,18506,19871
763,18558,19883
764,18623,19896
765,18672,19909
766,18714,19921
767,18770,19934
768,18818,19947
769,18859,19959
770,18912,19972
771,18962,19984
772,19028,19997
773,19073,20010
774,19110,20022
775,19154,20035
776,19210,20047
777,19250,20060
778,19303,20073
779,19367,20085
780,19396,20098
781,19432,20110
782,19475,20123
783,19513,20136
784,19562,20148
785,19607,20161
786,19657,20173
787,19724,20186
788,19774,20199
789,19826,20211
790,19865,20224
791,19915,20237
792,19976,20241
793,20008,20245
794,20055,20250
795,20104,20254
796,20152,20259
797,20196,20263
798,20239,20267
799,20292,20272
800,20348,20276
801,20365,20281
802,20365,20285
803,20365,20289
804,20365,20294
805,20365,20298
806,20365,20303
807,20365,20307
808,20365,20312
809,20365,20316
810,20365,20320
811,20365,20325
812,20365,20329
813,20365,20334
814,20365,20338
815,20365,20342
816,20365,20347
817,20365,20351
818,20365,20356
819,20365,20360
